run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,source_file,model,parsed_ok
86106ce580d4e2e1,2025-10-03T16:23:15.476568+00:00,25,ESH,Western Sahara,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,17839,,The,"
The",ParseError: decision not found,756,274,1030,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
cbf4cd930d851ff8,2025-10-03T16:23:40.273177+00:00,24,TUR,Türkiye,baseline_plus_one,3,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7050,,,,ParseError: decision not found,271,291,562,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
03dba8e9f1f1a08d,2025-10-03T16:23:47.768297+00:00,7,NAM,Namibia,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8822,,,,ParseError: decision not found,169,290,459,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
2595bd3947635615,2025-10-03T16:24:00.145961+00:00,10,VIR,"Virgin Islands, U.S.",baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,9227,,,,ParseError: decision not found,170,293,463,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
f85c49f7952b0dd5,2025-10-03T16:25:50.036878+00:00,26,ATG,Antigua and Barbuda,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7626,,,,ParseError: decision not found,449,300,749,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
705a051ba2cc1f8d,2025-10-03T16:26:02.674112+00:00,8,IDN,Indonesia,baseline_plus_one,3,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,18264,,military,"
 military",ParseError: decision not found,176,271,447,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
ae7e6a8ce70efb4b,2025-10-03T16:26:08.576435+00:00,34,MHL,Marshall Islands,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,19721,,,"

",ParseError: decision not found,650,281,931,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
96d534cd6b1ee680,2025-10-03T16:30:59.774666+00:00,14,BRN,Brunei Darussalam,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,11339,,,"



",ParseError: decision not found,191,284,475,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
db21f040b0a2925b,2025-10-03T16:31:05.510006+00:00,25,SMR,San Marino,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,15644,,,"



",ParseError: decision not found,756,279,1035,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
c910a8a2de248275,2025-10-03T16:31:07.057428+00:00,23,ATA,Antarctica,single_partner,10,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,11546,,,"



",ParseError: decision not found,764,282,1046,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
8ede1a642e37caf4,2025-10-03T16:31:08.376729+00:00,25,MRT,Mauritania,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12412,,,"



",ParseError: decision not found,756,278,1034,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
8f6afe776e6e7d0a,2025-10-03T16:33:37.645074+00:00,7,GUM,Guam,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,14855,,,"



",ParseError: decision not found,187,283,470,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
