run_id,model,project_id,iso3,country_name,decision,rationale,code_uk_eu_dualuse,code_itar_ear,code_sanctions,code_military_end_use,code_partner_identity,notes_annotator
9f83f98a506dda26,chatgpt-4o,26,CYM,Cayman Islands,NO,"The project focuses on developing a decentralized learning architecture for AI/ML at scale, leveraging existing technologies like AI/ML accelerators and 5G/6G networks. It does not explicitly involve controlled technologies or sensitive data that would typically trigger export control concerns. The involvement of international partners, including a university in the Cayman Islands, does not inherently necessitate export control unless specific controlled technologies or data are exchanged, which is not indicated in the abstract.",,,,,,
b2ec7c049193023e,chatgpt-4o,14,CUB,Cuba,YES,"The involvement of a public university in Cuba, a country subject to UK export controls, necessitates an export control review. While the project does not explicitly involve defense-specific or dual-use technology, the collaboration with a Cuban entity requires careful assessment to ensure compliance with UK export regulations.",,,,,,
c24681827db9e4e1,gemini2.5,10,COK,Cook Islands,YES,"The project involves ""information",,,,,,
15b4f9201c60fba8,llama3.3,18,MYS,Malaysia,YES,"The project involves dual-use potential due to its focus on cryptographic tools, AI-based vulnerability detection, and system security, which could be applied to both civilian and military purposes. The participation of defense and security-focused partners, such as BAE Systems and the National Cyber Security Centre, further indicates potential military or dual-use applications. Additionally, the involvement of a public university in Malaysia, a non-EU country, raises export control concerns due to potential restrictions on the transfer of sensitive technologies to non-EU countries. The project's collaboration with Huawei Group, a company subject to export restrictions, also warrants a thorough export control review.",,,,,,
d80d7bf1e03eae56,llama3.3,34,SYR,Syrian Arab Republic,YES,"The project involves research on quantum communication networks, advanced optical fibre technologies, and non-terrestrial networks, including satellite and underwater networks, which may be subject to export controls due to their potential dual-use applications. Additionally, the project's focus on artificial intelligence, machine learning, and reconfigurable intelligent surfaces may also be controlled. The involvement of a project partner from the Syrian Arab Republic, a country subject to UK and international sanctions, further increases the likelihood of export control requirements. The project's potential military or surveillance applications, such as extracting sensing information from networks, also warrant a thorough export control review.",,,,,,
91020683b84e6d7e,gemini2.5,18,WSM,Samoa,YES,The project involves the development and use,,,,,,
f9cb98a22a13369d,llama3.3,10,BEL,Belgium,NO,"The CyReSE project focuses on research software engineering for cyber security, specifically IoT attack mitigation and malware analysis, without producing restricted technologies. The project's aim is to support cyber security research, which suggests a non-military and non-dual-use application. The involvement of academic partners from the UK and a public university in Belgium, a country with similar export control regulations, further supports the conclusion that the project does not require export control review. The project's nature and partnerships indicate a low risk of controlled technologies being developed or transferred.",,,,,,
35ef7c50d4101078,gemini2.5,26,DEU,Germany,YES,The project involves developing novel distributed architectures,,,,,,
b5f327111a2829a9,chatgpt-4o,2,AND,Andorra,NO,"The project focuses on reducing carbon emissions in computer networks, which is a civilian application aimed at addressing climate change. The involvement of academic and commercial partners, including a public university in Andorra, does not inherently suggest military or dual-use technology concerns. The project's emphasis on telemetry and routing algorithms for environmental purposes does not typically fall under export control regulations.",,,,,,
d2180bacaf5adbdd,claude-sonnet-4,24,PRK,"Korea, Democratic People's Republic of",YES,"The project involves developing security protocols and countermeasures for trusted execution environments with hardware accelerators, which could constitute dual-use cryptographic and computer security technology under UK export controls. The collaboration with a public university in North Korea (DPRK) is particularly concerning, as DPRK is subject to comprehensive sanctions and export restrictions. Research on hardware security protocols and attack countermeasures could have military or surveillance applications if transferred to a sanctioned jurisdiction.",,,,,,
32ee8712d51b44ec,gemini2.5,6,BRB,Barbados,YES,"The project involves the development of """,,,,,,
51f7dce0759d2f47,qwen2.5,1,GRL,Greenland,YES,"The project involves the development of a quantum interface between neutral-atom quantum processors and superconducting circuits, which may include the transfer of quantum information (microwave photons) between these systems. This work could have implications for quantum computing technologies that are subject to export controls due to their potential military applications.",,,,,,
3755b5ab32317c6c,claude-sonnet-4,24,VEN,"Venezuela, Bolivarian Republic of",YES,"This project involves developing security protocols and countermeasures for trusted execution environments with hardware accelerators, which falls under dual-use cryptographic and computer security technology. The research includes formal modeling of security protocols and development of attack countermeasures, which are controlled under UK export regulations. Additionally, the collaboration with a Venezuelan university raises export control concerns given Venezuela's status under UK sanctions and export restrictions.",,,,,,
6f3070963604095f,claude-sonnet-4,2,LBY,Libya,YES,"The project involves telemetry solutions and networking technologies that could have dual-use applications in telecommunications infrastructure. The participation of a Libyan university as a project partner raises export control concerns, as Libya is subject to various UK export restrictions. The combination of advanced networking algorithms, telemetry capabilities, and international collaboration with a restricted jurisdiction requires export control review under UK regulations.",,,,,,
3fcc272f25bd0276,claude-sonnet-4,18,YEM,Yemen,YES,"The project involves cryptographic tools and AI-based vulnerability detection with explicit dual-use potential, which are controlled technologies under UK export regulations. The presence of defense contractors (BAE Systems, Thales, Roke Manor Research) and a partner university in Yemen (a country subject to export restrictions) creates additional export control concerns. The combination of controlled cryptographic research and international collaboration with a restricted jurisdiction requires export control review.",,,,,,
bbd6d7d075c17a1d,gemini2.5,2,SRB,Serbia,YES,The project involves collaboration with,,,,,,
75d51671ebdf8733,qwen2.5,24,CUB,Cuba,YES,"The project involves evaluating a new security protocol (TDISP) and developing an emulator for it, which may include research with potential military applications. Additionally, the involvement of a public university in Cuba may trigger export control due to the country being subject to U.S. sanctions.",,,,,,
d341d3bfc097e30f,qwen2.5,1,LAO,Lao People's Democratic Republic,YES,"The project involves developing a quantum interface between neutral-atom quantum processors and superconducting circuits, which may include the transfer of individual microwave photons. This work could have implications for quantum computing technologies, and given the involvement of a project partner in the Lao People's Democratic Republic, export controls may apply to ensure the technology does not violate export control laws.",,,,,,
8c62378a94488aec,qwen2.5,8,IRQ,Iraq,YES,"The project involves SONAR and underwater acoustic communication technologies, which are subject to export controls due to their potential military applications. Additionally, the involvement of NATO and Thales, along with a public university in Iraq, necessitates a review to ensure compliance with international export control regulations.",,,,,,
89be65d1073cc55c,gemini2.5,25,KIR,Kiribati,YES,The project focuses on the,,,,,,
ae36d81d8ddaaebf,llama3.3,2,MDA,"Moldova, Republic of",NO,"The project focuses on reducing carbon emissions in computer networks, which is a civilian application. The involvement of industry partners and international collaboration with a public university in Moldova does not inherently suggest a military or dual-use application. The project's abstract does not mention any controlled technologies, such as encryption, surveillance, or military-specific equipment, that would trigger export control review. The project's goals and partnerships suggest a focus on environmental sustainability and networking research, which is not typically subject to export controls.",,,,,,
573f82c5d6221065,qwen2.5,10,BLR,Belarus,YES,"The project involves the development of testbeds and research frameworks for cyber security, which could potentially support the creation of export-controlled technologies. The involvement of a public university in Belarus necessitates an export control review to ensure compliance with UK export control regulations.",,,,,,
d755438b22f6f3b5,qwen2.5,26,UZB,Uzbekistan,YES,"The project involves international collaboration with a public university in Uzbekistan, which requires export control review under UK regulations.",,,,,,
dd63367305c59e0b,gemini2.5,34,SVK,Slovakia,YES,The project involves research into multiple technologies,,,,,,
5fdb5ffead88bac3,chatgpt-4o,6,SVK,Slovakia,YES,"The project involves dynamic encryption and contextual key generation, which are technologies that can be subject to export control due to their potential military applications, especially in securing unmanned aerial vehicles and critical infrastructure. The collaboration with NASA JPL, a U.S. entity, further necessitates an export control review to ensure compliance with both UK and U.S. regulations. Additionally, the involvement of international partners increases the likelihood of export control considerations.",,,,,,
f2bd4e27e62a18bc,gemini2.5,23,BRB,Barbados,NO,The project focuses on developing a,,,,,,
64e466159cc670c6,chatgpt-4o,26,AUS,Australia,NO,"The project focuses on developing a decentralized learning architecture for AI/ML at scale, leveraging existing technologies like AI/ML accelerators and 5G/6G networks. It does not explicitly involve controlled technologies or sensitive data that would typically trigger export control concerns. The collaboration with international partners, including a public university in Australia, does not inherently imply the transfer of controlled technology or information.",,,,,,
7994919feb3e7fed,gemini2.5,34,KOR,"Korea, Republic of",YES,The project involves research and development of several,,,,,,
b033caacf2019342,chatgpt-4o,34,CPV,Cabo Verde,YES,"The project involves research on advanced communication technologies, including quantum communication networks, AI, and ML, which are areas of interest for export control due to their potential dual-use applications. The integration of non-terrestrial networks, such as satellite and underwater networks, and the development of protocols for seamless end-to-end connections across various RF networks, including emerging 6G and terahertz spectrum, further necessitate an export control review. These technologies could have significant implications for national security and are likely subject to export control regulations.",,,,,,
92e5a040acbd8497,llama3.3,18,BEL,Belgium,YES,"The project involves dual-use potential due to its focus on cryptographic tools, AI-based vulnerability detection, and system security, which could be applied to both civilian and military purposes. The participation of defense and security-focused partners, such as BAE Systems and the National Cyber Security Centre, further indicates potential military or dual-use applications. Additionally, the involvement of international partners, including a public university in Belgium, may trigger export control requirements. The project's collaboration with companies like Huawei, which has been subject to export control restrictions, also warrants a thorough export control review.",,,,,,
ba9132979a45fe3c,qwen2.5,27,UZB,Uzbekistan,YES,"The project involves research on novel semiconductors, including metal halides, chalcohalides, and other materials, which may have military applications due to their potential use in energy-harvesting devices. Additionally, the involvement of a public university in Uzbekistan necessitates an export control review to ensure compliance with UK export regulations.",,,,,,
f0043fb9d9952d39,claude-sonnet-4,18,IRN,"Iran, Islamic Republic of",YES,"The project involves cryptographic tools and AI-based vulnerability detection with explicit dual-use potential, which are controlled technologies under UK export regulations. The presence of defense contractors (BAE Systems, Thales, Roke Manor Research) and security-focused organizations indicates military/security applications. Most critically, collaboration with an Iranian university triggers export control requirements due to Iran's designation as a controlled destination under UK sanctions and export control regimes.",,,,,,
6982f00c11826aae,gemini2.5,34,LUX,Luxembourg,YES,The project involves research into multiple dual,,,,,,
61b8a7ea0643a1c9,chatgpt-4o,2,EGY,Egypt,YES,"The project involves international collaboration, including a partner in Egypt, which may trigger export control considerations due to the transfer of technology or technical data. Additionally, the involvement of advanced telemetry solutions and routing algorithms could fall under dual-use technology controls, especially if they have potential military applications or implications for national security.",,,,,,
2695ef8239bc45b1,claude-sonnet-4,1,VEN,"Venezuela, Bolivarian Republic of",YES,"This project involves quantum computing technology with neutral-atom quantum processors and superconducting circuits, which falls under dual-use quantum technologies subject to UK export controls. The collaboration with a Venezuelan university raises additional export control concerns, as Venezuela is subject to various international sanctions and export restrictions. The quantum networking and interface technologies described could have strategic applications beyond civilian research.",,,,,,
1fe5e0211a6a5354,llama3.3,10,ALA,Åland Islands,NO,"The CyReSE project focuses on research software engineering for cyber security, specifically IoT attack mitigation and malware analysis, without producing restricted technologies. The project's goal is to support cyber security research, which is not inherently controlled. The involvement of a public university in the Åland Islands, an EU territory, does not introduce any apparent export control concerns. The project's nature and partnerships do not suggest the development or transfer of controlled technologies.",,,,,,
70067cb277065598,chatgpt-4o,27,ETH,Ethiopia,NO,"The research project focuses on fundamental scientific exploration of charge-lattice interactions in semiconductors for renewable energy applications, which is generally not subject to export control. The materials and techniques mentioned, such as semiconducting metal halides and advanced spectroscopic methods, are common in academic research and do not involve controlled technologies or information related to military or dual-use applications. Additionally, the project aims to advance understanding in the field of renewable energy, which is typically encouraged and not restricted by export controls.",,,,,,
00d14b2a3ff3fa5b,llama3.3,7,PER,Peru,NO,"The project focuses on improving the resilience and reliability of IoT-based sensing and control in energy systems, which is a civilian application. Although the project involves cyber-physical security aspects, its primary aim is to enhance the reliability of energy systems, not to develop controlled technologies such as military-grade encryption or surveillance systems. The collaboration with international partners, including a public university in Peru, does not inherently suggest the development of controlled items. The project's scope and applications do not indicate the involvement of dual-use items or technologies subject to export controls.",,,,,,
11cee97ee33fbcaa,chatgpt-4o,6,BLR,Belarus,YES,"The project involves dynamic encryption and contextual key generation, which are sensitive technologies potentially subject to export control due to their applications in unmanned aerial vehicles and critical infrastructure. The involvement of a Belarusian university as a project partner raises additional concerns, as Belarus is subject to specific export control restrictions by the UK. Collaboration with NASA JPL, a US entity, may also necessitate compliance with US export control regulations.",,,,,,
0347cce42a5a50ee,gemini2.5,8,GUY,Guyana,YES,The project involves the development of SON,,,,,,
ae982b33b91dfd28,gemini2.5,18,FRA,France,YES,The project involves the development,,,,,,
eaa49ccc456cd519,claude-sonnet-4,14,POL,Poland,NO,"This project focuses on energy-resilient sensor systems for civilian IoT applications (agriculture, home automation, healthcare) with no defense-specific or dual-use technology mentioned. The research involves standard energy harvesting and power management techniques for commercial sensor systems, which are not subject to export controls. The international collaboration with ETH Zurich and a Polish university involves standard academic research sharing that does not trigger UK export control requirements.",,,,,,
75a0c8ac3ec5e55e,claude-sonnet-4,26,MNE,Montenegro,YES,"This project involves advanced AI/ML technologies for distributed edge computing with international collaboration including Montenegro (a non-UK jurisdiction). The research focuses on decentralized learning architectures that could have dual-use applications in surveillance, communications, or military systems. The involvement of major technology companies (IBM, Nokia, Samsung) and the emphasis on 5G/6G technologies for knowledge sharing systems raises export control concerns under UK dual-use regulations.",,,,,,
abd11d30c9dc9011,gemini2.5,1,FRA,France,YES,"The project involves the ""development",,,,,,
aa423947adc23f5f,qwen2.5,34,IRQ,Iraq,YES,"The project involves research on optical fibre, radio frequency networks, and non-terrestrial networks, which may include satellite and underwater networks. Given the international collaboration with a public university in Iraq, this project requires export control review to ensure compliance with UK export control regulations.",,,,,,
e4e862839e2a3f71,gemini2.5,6,JPN,Japan,,.,,,,,,
2cde14a183540c66,chatgpt-4o,24,AFG,Afghanistan,YES,"The project involves the development and evaluation of security technologies related to Trusted Execution Environments (TEEs) and the PCIe Trusted Device Interface Security Protocol (TDISP), which are sensitive areas under export control regulations due to their potential military and dual-use applications. Additionally, the involvement of a partner in Afghanistan, a country subject to specific export control restrictions, further necessitates an export control review to ensure compliance with UK regulations.",,,,,,
d5be82ba81219e40,gemini2.5,26,NLD,Netherlands,YES,The project involves the development of novel,,,,,,
d986ec7ab885e7b5,claude-sonnet-4,25,BWA,Botswana,YES,"This project involves telecommunications infrastructure research with international collaboration (Botswana partner) and focuses on 5G/6G network technologies, which are subject to UK export controls under dual-use regulations. The federated experimental platform for advanced communications research, particularly involving next-generation mobile networks and AI/ML capabilities, falls within controlled telecommunications technology categories. The international partnership component requires export control assessment to ensure compliance with technology transfer restrictions.",,,,,,
a7eca4e4466da303,qwen2.5,23,LAO,Lao People's Democratic Republic,NO,"The project focuses on behavioral and social aspects of energy management using computational systems inspired by bee communication, which does not involve controlled technologies or sensitive information under UK export control regulations. The collaboration with a public university in Laos does not trigger export control concerns given the nature of the research.",,,,,,
a4f3bb33db433fb0,chatgpt-4o,27,COL,Colombia,NO,"The research project focuses on fundamental scientific exploration of charge-lattice interactions in semiconductors for renewable energy applications, which is generally not subject to export control. The materials and techniques mentioned, such as semiconducting metal halides and advanced spectroscopic methods, are common in academic research and do not inherently involve controlled technologies or information. Additionally, the project aims to advance understanding in the field of renewable energy, which typically does not fall under export control regulations.",,,,,,
8f65aa10bd98594d,llama3.3,27,CHL,Chile,NO,"The research project focuses on developing new semiconducting materials for renewable energy generation, specifically for solar energy conversion, and does not appear to involve any controlled technologies or dual-use items. The project's goals and methods, including the use of advanced spectroscopic and structural techniques, are consistent with fundamental scientific research in materials science and physics. The collaboration with international partners, including universities and research institutions, is also typical of academic research and does not raise any export control concerns. The project's application is solely for civilian purposes, aiming to contribute to the development of sustainable energy solutions.",,,,,,
f991683cd9908c56,qwen2.5,7,IRL,Ireland,YES,"The project involves IoT-based sensing and control in energy systems, which may include cyber-physical systems. Such systems often fall under export control regulations due to potential military applications and the risk of cyber-physical attacks.",,,,,,
088e3c07aa26628e,chatgpt-4o,12,ARE,United Arab Emirates,NO,"The project focuses on sustainable design frameworks for ICT innovation with an emphasis on carbon emission reduction and responsible innovation, without specific mention of defense or dual-use technologies. The involvement of a public university in the UAE does not inherently imply export control concerns, as the project does not involve controlled technologies or sensitive information.",,,,,,
77925eccfede4584,chatgpt-4o,18,SYR,Syrian Arab Republic,YES,"The project involves research in cyber security, which includes cryptographic tools and AI-based vulnerability detection, both of which have dual-use potential. The involvement of defense and security-focused partners, such as BAE Systems and Thales Ltd, further indicates the potential for military applications. Additionally, the collaboration with a public university in the Syrian Arab Republic, a country subject to UK export controls, necessitates an export control review.",,,,,,
b7f332259abc8ad9,llama3.3,27,ARG,Argentina,NO,"The research project focuses on developing new semiconducting materials for renewable energy generation, specifically for solar energy conversion, and does not appear to involve any controlled technologies or dual-use items. The project's goals and methods, including the use of advanced spectroscopic and structural techniques, are consistent with fundamental scientific research in materials science and physics. The collaboration with international partners, including universities and research institutions, is also typical of academic research and does not raise any export control concerns. The project's application is solely for civilian purposes, aiming to contribute to the development of sustainable energy solutions.",,,,,,
fe83ee9359a7b7f8,chatgpt-4o,34,SEN,Senegal,YES,"The project involves research on advanced communication technologies, including quantum communication networks and non-terrestrial networks, which are areas of interest for export control due to their potential dual-use applications. The integration of AI and ML for network optimization and the development of protocols for seamless connectivity across various RF networks, including emerging technologies like terahertz and optical spectrum, further necessitate an export control review. Additionally, the involvement of a foreign partner from Senegal may require compliance with international collaboration regulations.",,,,,,
d479e3d830ef21d2,qwen2.5,25,VAT,Holy See (Vatican City State),NO,"The project does not involve any dual-use items, technologies, or information that fall under UK export control regulations. The research is focused on developing an open infrastructure for telecommunications research and does not include any controlled technologies or data.",,,,,,
d4f474b47426afbd,chatgpt-4o,8,PRK,"Korea, Democratic People's Republic of",YES,"The project involves developing underwater surveillance networks with security applications, which are likely to be subject to export controls due to their potential military and strategic uses. The involvement of SONAR and underwater acoustic communication technologies further suggests dual-use capabilities. Additionally, the partnership with NATO and Thales, both of which are associated with defense, and the inclusion of a partner from the Democratic People's Republic of Korea, a country subject to strict export controls, necessitate a review.",,,,,,
96c1f5e72ab6e8d0,qwen2.5,26,LAO,Lao People's Democratic Republic,YES,"The project involves the development of a distributed architecture for knowledge exchange in machine learning, which could potentially be used for Federated Learning or similar edge AI paradigms. Given the involvement of international partners and the potential for exporting technology that could be used in sensitive applications, export controls are required.",,,,,,
c89c8442bad4d80d,claude-sonnet-4,7,MAR,Morocco,NO,"This project focuses on general IoT sensing, control methods, and resilience techniques for energy systems, which are fundamental research areas not subject to export controls. While it involves international collaboration including Morocco, the research appears to be basic academic work on smart grid reliability and sensor fault mitigation rather than development of controlled dual-use technologies or military applications.",,,,,,
6a678855670ba111,claude-sonnet-4,27,AZE,Azerbaijan,NO,"This research focuses on fundamental materials science for renewable energy applications, specifically studying charge-lattice interactions in semiconductors for solar energy conversion. The work involves basic scientific research on material properties and characterization using spectroscopic techniques, without indication of dual-use technologies, military applications, or controlled materials/equipment. While the project includes international collaborations, the research appears to be purely academic in nature aimed at advancing clean energy technologies, which typically fall outside export control restrictions.",,,,,,
db32a65a07ebeb3a,llama3.3,7,TUV,Tuvalu,NO,"The project focuses on improving the resilience and reliability of IoT-based sensing and control in energy systems, which is a civilian application. The involvement of academic partners from the UK, Cyprus, and Tuvalu, as well as a private company, Sygensys, does not inherently suggest a military or dual-use purpose. The project's emphasis on smart grids, microgrids, and electric vehicle charging further supports its classification as a civilian project, and there is no indication of any controlled technologies or features that would require export control review.",,,,,,
08715f2eba8681f4,claude-sonnet-4,27,SJM,Svalbard and Jan Mayen,NO,"This research focuses on fundamental materials science for renewable energy applications, specifically studying charge-lattice interactions in semiconductors for solar energy conversion. The work involves basic scientific research on material properties and characterization using spectroscopic techniques, without indication of dual-use technologies, military applications, or controlled materials/equipment. While the project involves international collaboration, the research appears to be purely academic in nature aimed at advancing clean energy technology, which does not typically fall under export control restrictions.",,,,,,
49c030cc89e9e58e,llama3.3,2,ARG,Argentina,NO,"The project focuses on reducing carbon emissions in computer networks, which is a civilian application. The involvement of international partners, including a public university in Argentina, does not inherently imply a military or dual-use purpose. The project's goals and partners, including well-known industry players and academic institutions, suggest a research focus on environmental sustainability rather than military or controlled technologies. The absence of any explicit mention of controlled technologies, such as encryption, surveillance, or military-specific applications, further supports this conclusion.",,,,,,
f9805ae6719d83c8,llama3.3,1,IRN,"Iran, Islamic Republic of",YES,"The project involves the development of a prototype interface between neutral-atom quantum processors and superconducting circuits, which could potentially be used for quantum computing and networking applications. The involvement of a project partner from Iran, a country subject to certain export control restrictions, raises concerns about the potential for dual-use technology transfer. Additionally, the project's focus on quantum computing and networking may be considered sensitive from an export control perspective, as it could have implications for national security and defense. The project's potential for dual-use applications and international collaboration with a restricted country necessitate an export control review.",,,,,,
8affd87cae6afaea,gemini2.5,10,MKD,North Macedonia,YES,"The project involves ""cyber security,""",,,,,,
2ac796d264c184f6,gemini2.5,12,JPN,Japan,YES,The project involves collaboration with,,,,,,
0ed5d5c204da77c5,claude-sonnet-4,34,ERI,Eritrea,YES,"This project involves multiple controlled technologies including quantum communication networks, terahertz spectrum technologies, reconfigurable intelligent surfaces (RIS), and advanced AI/ML techniques for network optimization. The combination of quantum communications, advanced RF technologies operating in controlled frequency bands, and sophisticated AI systems for network control likely falls under UK dual-use export controls. Additionally, the involvement of a partner institution in Eritrea raises export control concerns given potential restrictions on technology transfer to certain jurisdictions.",,,,,,
3bc4c0ccbd25d991,llama3.3,24,ALA,Åland Islands,YES,"The project involves the development of security protocols and countermeasures for trusted execution environments, which could be considered dual-use technology. The collaboration with industry partners such as ARM, Microsoft, and nVIDIA, who are major players in the field of computer hardware and software, suggests that the research may have potential military or defense applications. Additionally, the project's focus on securing against ""strong adversaries"" implies that the research may be relevant to national security or defense interests. The involvement of a public university in the Åland Islands, an autonomous region of Finland, may also trigger export control considerations due to the international collaboration.",,,,,,
552b9377c6280bcf,gemini2.5,25,BRB,Barbados,YES,The project involves the development and,,,,,,
c6df93fa2818e582,chatgpt-4o,18,MLI,Mali,YES,"The project involves research in cyber security, cryptographic tools, and AI-based vulnerability detection, which are areas with dual-use potential, meaning they can be used for both civilian and military applications. The involvement of defense and security-focused partners, such as BAE Systems and the National Cyber Security Centre, further indicates the potential for controlled technology. Additionally, the inclusion of a partner from Mali, a country that may have different export control regulations, necessitates a review to ensure compliance with UK export control laws.",,,,,,
30048c2cdcebaf6e,claude-sonnet-4,34,PRK,"Korea, Democratic People's Republic of",YES,"The project involves quantum communication networks and advanced telecommunications technologies including 6G, terahertz spectrum, and reconfigurable intelligent surfaces, which fall under UK dual-use export controls. Additionally, the collaboration with a university in North Korea (Democratic People's Republic of Korea) raises significant export control concerns, as North Korea is subject to comprehensive sanctions and technology transfer restrictions under UK regulations.",,,,,,
1d524a002d37fe88,llama3.3,24,BEL,Belgium,YES,"The project involves the development of an emulator for the PCIe Trusted Device Interface Security Protocol (TDISP) and research on countermeasures against various software and hardware attacks, which may be related to dual-use technologies. The participation of industry partners such as ARM Ltd, Microsoft, and nVIDIA, who are major players in the development of secure computing technologies, suggests that the project may have potential military or dual-use applications. Additionally, the project's focus on securing trusted execution environments and developing countermeasures against strong adversaries may be of interest to export control authorities. The involvement of a public university in Belgium, an EU country, may also trigger export control review due to potential ITAR or dual-use concerns.",,,,,,
6b936d384e5c9644,chatgpt-4o,2,MAC,Macao,YES,"The project involves international collaboration, including a partner from Macao, which may raise concerns under UK export control regulations. The focus on telemetry solutions and routing algorithms could involve dual-use technology, particularly if the research includes advanced encryption or network security features. Additionally, collaboration with international partners like Intel and Yale University necessitates a review to ensure compliance with export control laws.",,,,,,
acdec3c0dcab4ed7,gemini2.5,25,MAR,Morocco,YES,The project involves research and development,,,,,,
198bcc83410f3b3c,llama3.3,18,MLT,Malta,YES,"The project involves dual-use potential due to its focus on cryptographic tools, AI-based vulnerability detection, and system security, which could be applied to both civilian and military contexts. The participation of defense and security-focused partners, such as BAE Systems and the National Cyber Security Centre, further suggests potential military or dual-use applications. Additionally, the involvement of international partners, including a public university in Malta, may trigger export control requirements due to the potential transfer of sensitive technologies or knowledge across borders. The project's collaboration with companies like Huawei, which has been subject to export control restrictions, also raises concerns.",,,,,,
b4453b2d572de989,gemini2.5,12,SPM,Saint Pierre and Miquelon,NO,The project focuses on high,,,,,,
6662744450850c44,gemini2.5,25,FLK,Falkland Islands (Malvinas),YES,The project involves the development and,,,,,,
176a1d30b3788a5f,qwen2.5,7,ZMB,Zambia,YES,"The project involves IoT-based sensing and control in interconnected energy systems, which can be relevant to dual-use technologies due to its potential applications in critical infrastructure protection and cybersecurity. Export control review is necessary to ensure compliance with regulations governing the transfer of such technologies, especially given the involvement of international partners.",,,,,,
2c2be8968a0905ce,chatgpt-4o,6,SYR,Syrian Arab Republic,YES,"The project involves dynamic encryption and contextual key generation, which are sensitive technologies potentially subject to export controls. The collaboration with a public university in the Syrian Arab Republic, a country subject to UK export restrictions, further necessitates an export control review to ensure compliance with regulations regarding the transfer of controlled technology.",,,,,,
a47a0d91b4ccc4e3,gemini2.5,12,LUX,Luxembourg,NO,The project focuses on high-,,,,,,
b7d0de03c53e6e28,llama3.3,14,TKL,Tokelau,NO,"The project focuses on energy-resilient sensor systems for civilian applications such as agriculture, home automation, and healthcare, with no indication of defense-specific or dual-use technology. The involvement of a public university in Tokelau, a territory with no known restrictions, does not inherently suggest a controlled activity. The collaboration with industry partners like ARM Ltd and ETH Zurich, reputable entities in their fields, further supports the conclusion that this project does not involve controlled technologies. The overall scope and partnerships suggest a civilian-use project without export control implications.",,,,,,
29d939add6144d35,claude-sonnet-4,1,AIA,Anguilla,YES,"This project involves quantum computing technology with neutral-atom quantum processors and superconducting circuits, which falls under UK export control regulations as quantum computing systems are dual-use technologies with potential military applications. The research specifically focuses on developing quantum interfaces and networking capabilities that could enhance quantum computing performance beyond current limits. Additionally, the involvement of a project partner in Anguilla (a UK overseas territory) may trigger additional export control considerations for technology transfer.",,,,,,
2eafabdcd489488c,gemini2.5,10,LAO,Lao People's Democratic Republic,YES,The project involves the development of,,,,,,
218a7cfad2224b7d,qwen2.5,34,SLE,Sierra Leone,YES,"The project involves research on optical fibre, radio frequency networks, and non-terrestrial networks, which may include satellite and underwater networks. These elements could potentially involve export-controlled technologies, especially given the international collaboration with a partner in Sierra Leone.",,,,,,
48c43249181b5a24,qwen2.5,25,SLB,Solomon Islands,NO,"The project does not involve any controlled technology, software, or data as defined by export control regulations. The partnership with a public university in Solomon Islands does not trigger export control requirements as it is not related to controlled items or technologies.",,,,,,
befa9d2e8f278d4e,chatgpt-4o,6,STP,Sao Tome and Principe,YES,"The project involves dynamic encryption and contextual key generation, which are technologies that can be subject to export control due to their potential military applications, especially in securing unmanned aerial vehicles and critical infrastructure. The collaboration with NASA JPL, a U.S. entity, further suggests the involvement of sensitive technology. Additionally, the international partnership with a university in Sao Tome and Principe may require scrutiny under export control regulations to ensure compliance with international security standards.",,,,,,
e9d7432fa591b144,chatgpt-4o,18,ESH,Western Sahara,YES,"The project involves research in cyber security, including cryptographic tools and AI-based vulnerability detection, which are areas with dual-use potential, meaning they can be used for both civilian and military applications. The involvement of defense and security-focused partners, such as BAE Systems and Thales Ltd, further indicates the potential for controlled technology. Additionally, the inclusion of a partner from Western Sahara, a region with complex geopolitical considerations, necessitates an export control review to ensure compliance with UK export regulations.",,,,,,
84019f8ddc00b5de,qwen2.5,34,SAU,Saudi Arabia,YES,"The project involves research on optical fibre, radio frequency networks, and non-terrestrial networks, which may include satellite and underwater networks. Given the international collaboration with a public university in Saudi Arabia, export control review is required to ensure compliance with UK export regulations.",,,,,,
c342e85e9666c538,llama3.3,23,SUR,Suriname,NO,"The project focuses on developing a computational system to optimize energy management in homes, inspired by bees' social organization and communication. The research involves studying energy use in homes, developing a prototype, and testing it through a web-based app, with no indication of involvement with controlled technologies, such as dual-use items or military-related equipment. The project partners are academic and industry organizations, with no apparent connection to defense or security sectors. The project's aim and methodology do not suggest any potential for export control concerns.",,,,,,
fd104ce75225ebb2,qwen2.5,1,ARG,Argentina,YES,"The project involves the development of advanced quantum computing technologies, specifically the interface between neutral-atom quantum processors and superconducting circuits, which could have dual-use applications in areas such as cryptography and military communications. Additionally, the involvement of an international partner in Argentina may trigger export control regulations due to the sensitive nature of the technology.",,,,,,
6180aac781d64038,claude-sonnet-4,1,YEM,Yemen,YES,"This project involves quantum computing technology with specific dual-use concerns. The research develops quantum interfaces and networking capabilities between different quantum computing platforms, which could have applications in quantum communications and cryptography. The involvement of a Yemeni university partner raises additional export control considerations, as Yemen is subject to various UK export restrictions. Quantum computing technologies, particularly those involving networking and interface capabilities, are typically subject to export control regulations due to their potential strategic applications.",,,,,,
